No.,COD DANE DEPTO,DEPARTAMENTO UBICACION DISTRITO,COD DANE MUNICIPIO,MUNICIPIO UBICACION DISTRITO,MUNICIPIOS INFLUENCIA DISTRITO,VEREDA O CORREGIMIENTO,NOMBRE DEL DISTRITO,NOMBRE ASOCIACIÓN DE USUARIOS,NÚMERO ID ASOCIACIÓN,ESCALA DISTRITO,TIPO DE DISTRITO,DISTRITO EN OPERACION (S_N),AREA BRUTA -HA,AREA NETA INICIAL (beneficiada con ADT) - HA,NUMERO FAMILIAS,PRINCIPALES CULTIVOS,CONDICIÓN  JURIDICA DISTRITO,PROPIEDAD,ESTADO DE LA PROPIEDAD,RECURSOS CONSTRUCCIÓN,ADMINISTRADOR,NOMBRE FUENTE HIDRICA,SUBZONA HIDRICA,CAR,CONCESION AGUAS (S_N),NÚMERO CONCESIÓN,CAUDAL CONCESIÓN - LPS,FECHA CONCESIÓN,VIGENCIA CONCESIÓN,LONGITUD,LATITUD,OBSERVACIONES,POLIGONO DE AREA
45,8,ATLÁNTICO,"8,141",CANDELARIA,CANDELARIA,LEÑA,ORIJATA,ASORIJATA,54,Pequeña,Riego,NO,20,20,14,"Pastos, Ganadería.",Público,ADR,Legalizado,Públicos,ADR,,Directos al Bajo Magdalena entre Calamar y desembocadura,CRA,NO,,,,,74° 51.631' W,10° 31.767' N,"Mayo-2018: La ADR realizó visita verificnado que el distrito no esta operando y por consiguiente no esta cumpliendo con sus funciones, el Distrito ingresa el proceso para darlo de baja. 
Distritos para procedimiento de baja contable. El vertedero fue danado por ola invernal de 2010-2011 y el embalse esta sedimentado, Los informes no viabilizan la rehabilitacion, no se evidencio infraestructura de riego y estos reservorios son de cosecha de agua Informacion DTAD - la Bomba la tiene un usuario, se han realizado tres visitas tecnicas Se remitieron a Secretaria General para dar tramite de baja contable se recomienda hacer inventario de la infraestructura y verificar el predio del lago a nombre de quien se encuentra.",SI
46,8,ATLÁNTICO,"8,141",CANDELARIA,CANDELARIA,"SANTO DOMINGO, LEÑA",SANTO DOMINGO,ASOSANTODOMINGO1,"1,318",Pequeña,Riego,NO,28,28,14,"Pan Coger, Yuca, Guineo, Plátano, Millo, Frutales, Guanábana, Guayaba, Ciruela, Mango, Melón, Patilla, Limón, Pastos, Tomate, Ají, Melón",Privado,Asociación,Entregado,Públicos,Asociación de Usuarios,Lago Santodomingo,Directos al Bajo Magdalena entre Calamar y desembocadura,CRA,SI,,,,,74° 53.194' W,10° 28.165' N,Programa Servicios Complementarios 2013.,NO
47,8,ATLÁNTICO,"8,296",GALAPA,GALAPA,ALPES DE SEVILLA,ALPES DE SEVILLA,ASOALPES DE SEVILLA,41,Pequeña,Riego,NO,20,20,18,"Hortalizas, Yuca, Maíz, Pastos",Público,ADR,Legalizado,Públicos,ADR,,Cienaga Mallorquin,CRA,NO,,,,,74° 50.918' W,10° 54.179' N,"Mayo-2018: La ADR realizó visita verificnado que el distrito no esta operando y por consiguiente no esta cumpliendo con sus funciones, el Distrito ingresa el proceso para darlo de baja. 
Distritos para procedimiento de baja contable. No esta en funcionamiento. La parcela donde esta el lago fue vendida, Los informes no viabilizan la rehabilitacion Informacion DTAD - Reservorio, la Bomba no funciona, debido a los problemas entre el dueno del predio y los usuarios, la cultura de no pago del combustible y la asociacion no funciona. Se han realizado dos visitas tecnicas Se remitieron a Secretaria General para dar tramite de baja contable, se recomienda hacer inventario de la infraestructura y verificar el predio del lago a nombre de quien se encuentra.",SI
48,8,ATLÁNTICO,"8,436",MANATÍ,"MANATÍ, CANDELARIA",,MANATÍ - CANDELARIA,ASUDREMA,"1,217",Gran,Drenaje,SI,"22,243","22,243","1,865","Yuca, Sorgo, Pancoger, Maíz, Papaya, Cítricos, Guayaba, Patilla, Tomate, Pastos, Ahuyama, Mango",Público,ADR,Legalizado,Públicos,ADR,Canal del Dique,Canal del Dique margen derecho,CRA,NO,,,,,74° 56.943' W,10° 24.015' N,El distrito esta administrado por el INCODER. La asociacion de usuarios esta inactiva por la morosidad de los usuarios. Los estatutos estan desactualizados; Programa Servicios Complementarios 2013. El distrito necesita mantenimiento. El Distrito funciona parcialmente y los usuarios siguen interesados en el programa.,SI
49,8,ATLÁNTICO,"8,549",PIOJO,PIOJO,,AGUAS VIVAS,ASOAGUAS VIVAS,"1,218",Pequeña,Riego,NO,1,1,25,"Yuca, ñame y maíz",Público,ADR,Legalizado,Públicos,ADR,,Arroyos Directos al Caribe,CRA,NO,,,,,75° 9.614' W,10° 46.172' N,"Distritos para procedimiento de baja contable. Es un lago, que en el invierno de 2010-2011 rompio el vertedero, Los informes no viabilizan la rehabilitacion Informacion DTAD - Reservorio esta seco, y la asociacion no funciona. Se han realizado dos visitas tecnicas. Se remitieron a Secretaria General para dar tramite de baja contable, se recomienda hacer inventario de la infraestructura y verificar el predio del lago a nombre de quien se encuentra.",NO
50,8,ATLÁNTICO,"8,549",PIOJO,PIOJO,,BONGUITO,ASOBONGUITO,"1,219",Pequeña,Riego,NO,1,1,20,"Yuca, ñame y maíz",Público,ADR,Legalizado,Públicos,ADR,,Arroyos Directos al Caribe,CRA,NO,,,,,75° 10.960' W,10° 43.652' N,"Distritos para procedimiento de baja contable, Los informes no viabilizan la rehabilitacion, no se evidencio infraestructura de riego y estos reservorios son de cosecha de agua Informacion DTAD - los usuarios no estan interesados en operar el distrito, se han realizado tres visitas tecnicas Se remitieron a Secretaria General para dar tramite de baja contable se recomienda hacer inventario de la infraestructura y verificar el predio del lago a nombre de quien se encuentra.",NO
51,8,ATLÁNTICO,"8,549",PIOJO,PIOJO,"CERRITO, GUAYBANA",GUAIBANA,ASOGUAYBANA,48,Pequeña,Riego,NO,20,20,20,"Yuca, ñame y maíz",Público,ADR,Legalizado,Públicos,ADR,Lago el Jumbo,Arroyos Directos al Caribe,CRA,NO,,,,,75° 10.908' W,10° 44.919' N,"El lago fue danado, por la ola invernal de 2010-2011. Este proyecto requiere estudios y disenos, Programa Servicios Complementarios 2013. La Asociacion cuenta con proyectos prodcutivos; Los informes no viabilizan la rehabilitacion Informacion DTAD - Reservorio esta seco, y la asociacion no funciona. Se han realizado dos visitas tecnicas. Se remitieron a Secretaria General para dar tramite de baja contable, se recomienda hacer inventario de la infraestructura y verificar el predio del lago a nombre de quien se encuentra.",SI
52,8,ATLÁNTICO,"8,549",PIOJO,PIOJO,,VOLADOR,ASOVOLADOR,"1,220",Pequeña,Riego,NO,100,100,40,"Pan Coger, Yuca, Guineo, Plátano, Millo, Frutales, Guanábana, Guayaba, Ciruela, Mango, Melón, Patilla, Limón, Guandú, Pastos",Privado,Asociación,Propio,Otros,Asociación de Usuarios,,Arroyos Directos al Caribe,CRA,NO,,,,,75° 7.304' W,10° 44.788' N,Programa Servicios Complementarios 2013.,NO
53,8,ATLÁNTICO,"8,558",POLO NUEVO,POLO NUEVO,,SAN PABLO,ASOSANPABLO,56,Pequeña,Riego,NO,42,42,21,"Tomate, Maíz, Patilla, Ají, Melón, Berenjena, Cilantro",Público,ADR,Legalizado,Públicos,ADR,"Arroyo La Paz, Arroyo San Pablo",Directos al Bajo Magdalena entre Calamar y desembocadura,CRA,NO,,,,,74° 51.715' W,10° 43.304' N,"Mayo-2018: La ADR realizó visita verificnado que el distrito no esta operando y por consiguiente no esta cumpliendo con sus funciones, el Distrito ingresa el proceso para darlo de baja. 
El parcelero donde esta ubicado el lago vendio el predio.El sistema no esta funcionando, no existen los equipo se bombeo, Los informes no viabilizan la rehabilitacion Informacion DTAD - en los predios que esta el Reservorio, el dueno del predio no da permiso la cultura de no pago del combustible y la asociacion no funciona. Se han realizado dos visitas tecnicas. Se remitieron a Secretaria General para dar tramite de baja contable, se recomienda hacer inventario de la infraestructura y verificar el predio del lago a nombre de quien se encuentra.",NO
67,13,BOLÍVAR,"13,473",MORALES,MORALES,ARCADIA,LA HONDA,ASOHONDA,79,Pequeña,Riego,SI,400,,32,"Arroz, Ganaderia",Privado,Asociación,Propio,AIS 2008 II,Asociación de Usuarios,Quebrada La Honda,,CSB,SI,793,760,08/22/2013 12:00:00 AM,08/22/2017 12:00:00 AM,SIN INFORMACIÓN,SIN INFORMACIÓN,"Mayo-2018: Se incluye en base de datos según información enviada por Secretaria de Agricultura de la Gobernación de Bolivar. El distrito esta operando fue construido con aportes de Comunidad, Gobernación, Unión Europera y MADR",NO
54,8,ATLÁNTICO,"8,606",REPELÓN,REPELÓN,,REPELÓN,ASUREP,68,Mediana,Riego y Drenaje,SI,"3,613","3,613",416,"Arroz, Palma Africana, Maíz, Papaya, Pastos, Plátano, Yuca, Tomate, Frutales, Pancoger, Sorgo, Ganadería, Frutales, Guayaba",Público,ADR,Legalizado,Públicos,ADR,Embalse del Guajaro,Canal del Dique margen derecho,CRA,SI,,"5,000",,,75° 7.960' W,10° 29.803' N,"Mayo-2018: El distrito es admnistrado directamente por la ADR a través de profesionales contratados por la Agencia, esta en marcha una rehabilitación por $5,300 millones en convenio con Findeter que inicia obras en junio de 2018. La Asociación esta inactiva por cuanto los usuarios se encuentran en mora y no cuentan con el quorum necesario para realizar Asambleas, no estan interesados en reactiviarse hasta tanto no le entregen el distrito rehabilitado completamente y operando en optimas condiciones.

El distrito esta administrado por el INCODER. La asociacion de usuarios esta inactiva por la morosidad de los usuarios. Los estatutos estan desactualizados.
Programa Servicios Complementarios 2013. El distrito necesita mantenimiento. La Asociacion esta interesada en rehabilitar el Disrito.",SI
55,8,ATLÁNTICO,"8,638",SABANALARGA,SABANALARGA,LA PEÑA,ALBORNOZ,ASOALBORNOZ,40,Pequeña,Riego,NO,36,36,22,"Yuca, ñame y hortalizas",Público,ADR,Legalizado,Públicos,ADR,,Canal del Dique margen derecho,CRA,NO,,,,,74° 59.289' W,10° 34.066' N,"Mayo-2018: La ADR realizó visita verificnado que el distrito no esta operando y por consiguiente no esta cumpliendo con sus funciones, el Distrito ingresa el proceso para darlo de baja. 
No esta funcionando hace muchos anos,porque la cuenca tiene formacion arenosa cuando llueve arrastra esta al lago colmatandolo. La Gobernacion instalo una tuberia de Pvc, para alimentar el lago pero nunca instalo la red electrica, Programa Servicios Complementarios 2014. La infraestructura esta pesimo estado, pero tienen una buena organizacion como Asociacion.Una sola asociacion cubre el area de Albornoz y la Sierra . Actualmente no hay cultivos porque el distrito no esta en funcionamiento y se ha presentado un verano largo; Los informes no viabilizan la rehabilitacion Informacion DTAD - Reservorio, la Bomba la tiene un usuario desde 1995 Si se rehabilita rebombeo desde el embalse del Guajaro se han realizado tres visitas tecnicas Se remitieron a Secretaria General para dar tramite de baja contable se recomienda hacer inventario de la infraestructura y verificar el predio del lago a nombre de quien se encuentra.",SI
56,8,ATLÁNTICO,"8,638",SABANALARGA,SABANALARGA,LA PEÑA,PALMAR OSCURO,ASOPALMAROS,53,Pequeña,Riego,NO,35,35,34,"Limón, Frutales, Maíz, Mango, Ciruela, Algodón, Azúcar, Plátano, Ganadería",Privado,Asociación,Entregado,Públicos,Asociación de Usuarios,,Canal del Dique margen derecho,CRA,NO,,,,,74° 58.667' W,10° 35.332' N,Programa Servicios Complementarios 2014.,NO
57,8,ATLÁNTICO,"8,638",SABANALARGA,SABANALARGA,ISABEL LÓPEZ,SABANAGATO,ASOSABANAGATO,55,Pequeña,Riego,NO,30,30,25,"Pancoger, Yuca, Guineo, Plátano, Millo, Frutales, Guanábana, Guayaba, Ciruela, Mango, Melón, Patilla, Limón, Pastos, Maíz",Privado,Asociación,Entregado,Públicos,Asociación de Usuarios,Lago Tomás,Directos al Bajo Magdalena entre Calamar y desembocadura,CRA,NO,,,,,74° 52.863' W,10° 35.125' N,Programa Servicios Complementarios 2013. La asociacion no ha logrado cohesionarse a pesar de los multiples esfuerzos. Los usuarios no estan interesados en continuar con los proyectos del Distrito ni de la Asociacion.,NO
58,8,ATLÁNTICO,"8,638",SABANALARGA,SABANALARGA,LA PEÑA,SIERRA,ASOSIERRA,"1,319",Pequeña,Riego,NO,30,30,30,Ganadería,Privado,Asociación,Entregado,Públicos,Asociación de Usuarios,,Canal del Dique margen derecho,CRA,NO,,,,,74° 56.897' W,10° 32.882' N,,NO
59,8,ATLÁNTICO,"8,675",SANTA LUCIA,SANTA LUCIA,,SANTA LUCIA,ASOSANTA - LUCIA,57,Mediana,Riego y Drenaje,SI,"3,000","1,695",197,"Arroz, Yuca, Maíz, Plátano, Papaya, Frutales, Ají, Ahuyama, Pastos, Melón, Pancoger, Limón, Tomate, Ganadería, Frutales, Flores Exóticas",Público,ADR,Legalizado,Públicos,ADR,Río Magdalena,Canal del Dique margen derecho,CRA,SI,,"4,800",,,74° 58.379' W,10° 19.920' N,,SI
60,8,ATLÁNTICO,"8,685",SANTO TOMAS,SANTO TOMAS,LAS MERCEDES,LAS MERCEDES,ASOLASMERCEDES,49,Pequeña,Riego,NO,23,23,12,"Pancoger, Pastos, Frutales, Hortalizas, Yuca, Maíz, Fríjol,",Privado,Asociación,Entregado,Públicos,Asociación de Usuarios,"Lago Las Mercedes, Arroyo Cañafistola",Directos al Bajo Magdalena entre Calamar y desembocadura,CRA,NO,,,,,74° 44.888' W,10° 45.450' N,,NO
61,8,ATLÁNTICO,"8,832",TUBARA,TUBARA,,MATAVIDI,ASOMATAVIDI,50,Pequeña,Riego,NO,20,20,18,"Frutales, Ganadería",Privado,Asociación,Entregado,Públicos,Asociación de Usuarios,,Cienaga Mallorquin,CRA,NO,,,,,74° 54.130' W,10° 48.593' N,,NO
62,8,ATLÁNTICO,"8,832",TUBARA,TUBARA,MATAVIDI,YAGUARO VIEJO,ASOYAGUAROVIEJO,61,Pequeña,Riego,SI,35,35,28,"Tomate, Ají, Patilla, Maíz, Limón, Mango, Papaya, Ciruela, Yuca, Guandú, Frijol",Privado,Asociación,Entregado,Públicos,Asociación de Usuarios,"Arroyo Piedras, Río Cifuentes",Arroyos Directos al Caribe,CRA,NO,,,,,75° 0.215' W,10° 51.964' N,,NO
63,8,ATLÁNTICO,"8,849",USIACURI,USIACURI,PALMARITO ODAVIS,PALMARITO - ODAVI,ASOPALMARITO-ODAVI,52,Pequeña,Riego,SI,204,204,18,"Pancoger, Yuca, Guineo, Plátano, Millo, Frutales, Guanábana, Guayaba, Ciruela, Mango, Melón, Patilla, Limón, Guandú, Pastos, Maíz, Zaragoza, Frijol",Privado,Asociación,Entregado,Públicos,Asociación de Usuarios,Lago Palmarito Odavis,Canal del Dique margen derecho,CRA,NO,,,,,74° 58.652' W,10° 44.403' N,,NO
64,13,BOLÍVAR,"13,052",ARJONA,ARJONA,JINETE,JINETE,ASUDIJIN,88,Pequeña,Riego,NO,24,24,30,"Yuca, Maíz, Ñame, Frutales, Ganadería, Pasto, Frijol, Auyama",Privado,Asociación,Propio,Otros,Asociación de Usuarios,Represa El Jinete,Canal del Dique margen derecho,CARDIQUE,NO,,,,,75° 19.362' W,10° 10.769' N,"Mayo-2018: Segun reporte de la secretria de Agricultura de la Gobernación, en conjunto con el Incoder se realizó un diganostico donde se evidencia que se requiere rehabiñitación en obras como vertedero de excesos,terraplen dique, carreteable, reposición de tubería y cambio de sistema de energía de combustible a electrica.",NO
65,13,BOLÍVAR,"13,430",MAGANGUE,MAGANGUE,,SANTA BÁRBARA,ASOBARBARA,73,Pequeña,Riego,NO,80,80,75,,Privado,Asociación,Propio,Otros,Asociación de Usuarios,,Bajo San Jorge - La Mojana,CSB,NO,,,,,74° 50.765' W,9° 15.102' N,,NO
66,13,BOLÍVAR,"13,442",MARÍA LA BAJA,"MARÍA LA BAJA, ARJONA Y MAHATES",SAN PABLO,MARÍA LA BAJA,USOMARÍALABAJA,94,Gran,Riego y Drenaje,SI,"18,390","9,689","2,035","Palma Africana, Arroz, Plátano, Maíz, Pasto, Frutales, Caña, Ají",Público,ADR,Legalizado,Públicos,ADR delegada,"Embalse Arroyo Grande,  Arroyo Matuyá",Canal del Dique margen izquierda,CARDIQUE,SI,571,,08/26/2008 12:00:00 AM,08/26/2028 12:00:00 AM,75° 16.597' W,10° 3.120' N,Mayo -2018. Se actualiza con información  que reposa en el expediente del distrito y de la UTT.,SI
68,13,BOLÍVAR,"13,620",SAN CRISTÓBAL,SAN CRISTÓBAL,"LAS MESTIZAS, HUGUENTAL, SAN CRISTÓBAL",SAN CRISTÓBAL,ASOMESTIZAS,"1,165",pequeña,Riego,NO,80,80,20,"Frutales, Hortalizas, Mango, Guayaba, Limón, Papaya, Guanábana, Naranja",Privado,Asociación,Propio,AIS - Alcaldia,Asociación de Usuarios,Canal del Dique,Canal del Dique margen izquierda,CARDIQUE,NO,,,,,75° 4.317' W,10° 22.302' N,"Mayo-2018: Se actualiza con información reportada por la Secretaria de Agricultura  de la Gobernación del Bolivar. El distrito no esta en operación, la Gobernación informa que se requiere rehabilitación mediante rediseño de sistema de captación, recuperación de quipos de bombeo y pruebas hidraulicas.",NO
69,13,BOLÍVAR,"13,836",TURBACO,TURBACO,VERANILLO,SAN JOSÉ DE CHIQUITO,ASOCHIQUITO,74,Pequeña,Riego,SI,40,40,11,"Yuca, Maíz, Ñame, Hortalizas, Ají Tabasco, Pastos, Piña",Privado,Asociación,Entregado,Públicos,Asociación de Usuarios,Lago Chiquito,Canal del Dique margen derecho,CARDIQUE,NO,,,,,75° 21.914' W,10° 18.960' N,"Mayo-2018. Se actualiza según información de la secretaria de Agricultura de la Gobernación de Bolivar. El distrito esta operando parcialmente, los usuarios se encuentran ejecutando un proyecto de de Piña Gold con la CCI. La Gobernación en conjunto con el Incoder realizó un diganostico donde se evidencia que se requiere rehabiñitación en obras como vertedero de excesos, realse del muro de encauzamiento, terraplen dique carreteable, reposición de tubería, reforzamiento de viadutco y cambio de sistema de energía de combustible a electrica.",NO
70,13,BOLÍVAR,"13,894",ZAMBRANO,ZAMBRANO,BONGAL,BONGAL,ASUBANGAL,85,Pequeña,Riego,NO,18,18,23,"Yuca, Maíz, Ajonjolí, Tabaco",Privado,Asociación,Entregado,Públicos,Asociación de Usuarios,Lago El Bongal,Directos al Bajo Magdalena entre El Plato y Calamar,CARDIQUE,NO,,,,,74° 54.066' W,9° 48.221' N,"Mayo-2018: Se actualiza información enviada por Secretaria de Agricultura de la Gobernación de Bolivar. El distrito fue construido por el INAT y NO esta operando, se repora problemas con la formalización de los predios debido al desplazamiento que se presentó en el municipio, los adjudicatarios de parcelas en su gran mayoria abandonaron las parcelas producto de la violencia, otros campesinos han ocupado algunas parcelas y otros en proceso de restitución.",NO
71,13,BOLÍVAR,"13,894",ZAMBRANO,ZAMBRANO,LA FLORIDA,FLORIDA,ASUFLOR,92,Pequeña,Riego,NO,24,24,24,"Yuca, Maíz, Tabaco",Privado,Asociación,Entregado,Públicos,Asociación de Usuarios,Lago Florida,Bajo San Jorge - La Mojana,CARDIQUE,NO,,,,,74° 51.018' W,9° 43.155' N,"Mayo-2018: Se actualiza información enviada por Secretaria de Agricultura de la Gobernación de Bolivar. El distrito fue construido por el INAT y NO esta operando, la asociación no funciona, se repora problemas con la formalización de los predios debido al desplazamiento que se presentó en el municipio, los adjudicatarios de parcelas en su gran mayoria abandonaron las parcelas producto de la violencia, otros campesinos han ocupado algunas parcelas y otros en proceso de restitución.",NO
72,13,BOLÍVAR,"13,894",ZAMBRANO,ZAMBRANO,LA TUNA,LA TUNA,ASODITUNA,77,Pequeña,Riego,NO,30,30,24,,Privado,Asociación,Entregado,Públicos,Asociación de Usuarios,Lago - escorrentia,Directos al Bajo Magdalena entre El Plato y Calamar,CARDIQUE,NO,,,,,74° 56.369' W,9° 42.509' N,"Mayo-2018: Se actualiza información enviada por Secretaria de Agricultura de la Gobernación de Bolivar. El distrito fue construido por el INAT y NO esta operando, la asociación no funciona, se repora problemas con la formalización de los predios debido al desplazamiento que se presentó en el municipio, los adjudicatarios de parcelas en su gran mayoria abandonaron las parcelas producto de la violencia, otros campesinos han ocupado algunas parcelas y otros en proceso de restitución. De acuerdo con información de lider campesino de la zona el predio donde esta la captación y otras obras fue comprado por particulares.",NO
73,15,BOYACÁ,"15,022",ALMEIDA,ALMEIDA,MOLINOS,LOS MOLINOS,ASOMOLINOS,139,Pequeña,Riego,SI,25,25,31,"Fríjol, Maíz, Tomate, Pastos, Maíz, Caña, Habichuela, Tomate",Privado,Asociación,Entregado,Públicos,Asociación de Usuarios,"Quebradas Varal, El Guamo",Rio Garagoa,CORPOCHIVOR,NO,,,,,73° 25.715' W,4° 53.266' N,,NO
74,15,BOYACÁ,"15,047",AQUITANIA,AQUITANIA,,BUENOS AIRES,ASOBUENOS AIRES,104,Pequeña,Riego,SI,173,173,120,,Privado,Asociación,Propio,AIS 2009,Asociación de Usuarios,Lago de Tota,Rio Cusiana,CORPOBOYACA,SI,,,,,72° 50.994' W,5° 34.646' N,,NO
75,15,BOYACÁ,"15,047",AQUITANIA,AQUITANIA,"HATOLAGUNA, SUSACA",HATO LAGUNA,ASOHATOLAGUNA,129,Pequeña,Riego,SI,113,113,110,"Cebolla Junca, Papa, Pastos, Maíz, Haba",Privado,Asociación,Entregado,Públicos,Asociación de Usuarios,"Río Hatolaguna, Río Tobal, Río Olarte, Quebradas Los Pozos, Quebrada Racal",Rio Upia,CORPOBOYACA,SI,,,,,72° 56.129' W,5° 25.386' N,,NO
76,15,BOYACÁ,"15,047",AQUITANIA,AQUITANIA,HATO VIEJO,LA ANTIGUA,ASOLAANTIGUA,"1,110",Pequeña,Riego,SI,38,38,88,"Cebolla, Pastos, Maíz, Trigo, Papa, Alverja",Privado,Asociación,Propio,AIS 2009,Asociación de Usuarios,Lago de Tota,Rio Cusiana,CORPOBOYACA,SI,,,,,72° 49.928' W,5° 35.423' N,,NO
77,15,BOYACÁ,"15,047",AQUITANIA,AQUITANIA,LOS COLORADOS,LOS COLORADOS,ASOCOLORADOS,894,Pequeña,Riego,SI,45,45,100,"Cebolla, Papa, Maíz, Pastos, Haba, Alverja",Privado,Asociación,Propio,AIS 2009,Asociación de Usuarios,Quebrada Pantano de Aire,Lago de Tota,CORPOBOYACA,SI,,,,,72° 52.343' W,5° 35.674' N,,NO
78,15,BOYACÁ,"15,087",BELÉN,BELÉN,,CARACOLES,ASOCARACOLES,106,Pequeña,Riego,SI,51,51,35,"Pasto, Papa, Arveja, Cebada, Haba, Maíz, Trigo, Zanahoria, Hortalizas",Privado,Asociación,Propio,AIS 2008 I,Asociación de Usuarios,Quebrada El Chunchullo,Rio Chicamocha,CORPOBOYACA,SI,,,,,72° 53.535' W,5° 59.946' N,,NO
79,15,BOYACÁ,"15,097",BOAVITA,BOAVITA,MELONAL,MELONAL,ASOMELONAL,825,Pequeña,Riego,SI,180,180,166,"Maíz, Tabaco, Tomate, Frijol, Yuca, Caña Panelera, Frutales ,Cítricos, Mango, Papaya, Plátano, Aguacate, Guayaba,, Ganado",Privado,Asociación,Propio,AIS 2008 II,Asociación de Usuarios,Quebrada La Ocalaya,Rio Chicamocha,CORPOBOYACA,SI,,,,,72° 36.787' W,6° 20.099' N,,NO
80,15,BOYACÁ,"15,097",BOAVITA,BOAVITA,LAGUNITA SECTOR SAUZAL,SAUSAL,"SAUSAL
ASOSAUSAL",178,Pequeña,Riego,SI,60,60,60,"Maíz, Frijol, Tomate, Pastos, Tabaco",Privado,Asociación,Entregado,Públicos,Asociación de Usuarios,Quebrada El Tobal,Rio Chicamocha,CORPOBOYACA,NO,,,,,72° 37.578' W,6° 17.310' N,,NO
81,15,BOYACÁ,"15,109",BUENAVISTA,BUENAVISTA,SAMARIA,SAMARIA,ASOSAMARIA,158,Pequeña,Riego,SI,60,60,22,"Pastos, Tomate, Frutales",Privado,Asociación,Entregado,Públicos,Asociación de Usuarios,Quebrada Agua Blanca,Rio Carare (Minero),CAR,NO,,,,,73° 59.497' W,5° 26.968' N,,NO
82,15,BOYACÁ,"15,109",BUENAVISTA,BUENAVISTA,,"SAQUE Y (109 ha, 67 Fam)
SAQUE LOMITAS (104 ha, 58)
ESTRELLA (116 ha, 57 Fam)
HOYA GRANDE (50 ha, 50 Fam)",ASOURIPANDES,124,Pequeña,Riego,SI,379,379,232,"Pastos, Fríjol, Frutales, Tomate, Granadilla, Maíz, Tomate de Árbol,",Privado,Asociación,Entregado,Públicos,Asociación de Usuarios,"Quebradas Hoya Grande, La Estrella, El Saque",Rio Carare (Minero),CAR,NO,,,,,73° 56.999' W,5° 27.625' N,,NO
83,15,BOYACÁ,"15,172",CHINAVITA,CHINAVITA,,ASOSICHA,ASOSICHA,"1,025",Pequeña,Riego,SI,84,84,84,,Privado,Asociación,Propio,AIS - DRE 2013,Asociación de Usuarios,,,CORPOBOYACA,,,,,,SIN INFORMACIÓN,SIN INFORMACIÓN,,NO
84,15,BOYACÁ,"15,180",CHISCAS,CHISCAS,,LA UPA - APOSENTOS,ASOUPA-APOSENTOS,170,Pequeña,Riego,NO,325,325,200,,Privado,Asociación,Propio,AIS 2008 II,Asociación de Usuarios,Río Pajarito,Rio Cobugon - Rio Cobaria,CORPOBOYACA,SI,,,,,72° 25.116' W,6° 40.417' N,,NO
85,15,BOYACÁ,"15,183",CHITA,CHITA,CHIPA ALTO,CHIPA ALTO,ASOCHIPA ALTO,107,Pequeña,Riego,NO,178,178,268,"Pancoger ,Papa, Maíz, Haba, Alverja,, Pastos, Trigo, Papa, Alverja, Hortalizas, Ganadería de Doble Propósito, Ovinos",Privado,Asociación,Entregado,Públicos,Asociación de Usuarios,"Río Chorrera, Río Cifuentes",Rio Chicamocha,CORPOBOYACA,SI,,,,,72° 28.909' W,6° 10.519' N,,NO
86,15,BOYACÁ,"15,183",CHITA,CHITA,LAUREAL,LAUREAL,ASOLAUREAL,136,Pequeña,Riego,SI,100,100,176,"Cereales ,Avena, Trigo,, Maíz, Alverja, Papa, Cebolla Cabezona, Hortalizas, Breva, Mora, Pastos, Ganadería de Doble Propósito",Privado,Asociación,Entregado,Públicos,Asociación de Usuarios,Río Eucas o Chorrera,Rio Casanare,CORPOBOYACA,SI,,,,,72° 27.695' W,6° 5.594' N,,NO
87,15,BOYACÁ,"15,185",CHITARAQUE,CHITARAQUE,,TURESA,ASOTURESA,979,Pequeña,Riego,SI,245,245,240,,Privado,Asociación,Propio,AIS 2008 II,Asociación de Usuarios,,Rio Suarez,CORPOBOYACA,NO,,,,,73° 25.302' W,5° 59.066' N,,NO
